uid,Licensee,DBA,License_No,Street_Address,City,ZIP,County,Category,Month,Year,Certification,source_geo,lat,long,geometry
2260,RG CUSTOM GROW,,403R-01081,36 North Fabrication Drive Unit B,Pueblo West,81007,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.334644,-104.73202,POINT (-104.73202 38.334644)
2274,ROCKY MOUNTAIN FIRE LLC,,403R-01003,65 North Laser Drive,Pueblo West,81007,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.33056,-104.71116,POINT (-104.71116 38.33056)
2287,SACCO SOLUTIONS LLC,,403R-00540,69 North Mission Drive,Pueblo West,81007,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.329945,-104.70853,POINT (-104.70853 38.329945)
2290,SAMPLE FARMS LLC,SAMPLE FARMS,403R-01095,24 North Research Drive,Pueblo West,81007,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.33479,-104.73487,POINT (-104.73487 38.33479)
2314,SMJT LLC,,403R-00947,39 North Mission Drive,Pueblo West,81007,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.328304,-104.70925,POINT (-104.70925 38.328304)
2333,STEEL CITY DEVELOPMENT LLC,PLATINUM ORGANICS,403R-00552,77 North Magento Drive,Pueblo West,81007,Pueblo,MED Licensed Retail Cultivator,3,2019,,TEXAS,38.33228388,-104.7254462,POINT (-104.7254462 38.33228388)
2363,THE CLEARWATER GROUP LLC,CLEARWATER GENETICS,403R-01103,77 North Laser Drive Suite H,Pueblo West,81007,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.33108,-104.71093,POINT (-104.71093 38.33108)
2375,THE ORGANIC SEED LLC,CANNASSEUR,403R-00254,41 North Precision Drive,Pueblo West,81007,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.3339,-104.72755,POINT (-104.72755 38.3339)
2381,TPG LLC,TRAILER PARK GROW,403R-01051,168 East Assembly Drive,Pueblo West,81007,Pueblo,MED Licensed Retail Cultivator,3,2019,,NOM,38.33963297,-104.7338233,POINT (-104.7338233 38.33963297)
2420,WEEDCRUMBS LLC,WEGROW PUEBLO,403R-00772,66 North Research Drive,Pueblo West,81007,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.336357,-104.73418,POINT (-104.73418 38.336357)
2424,WHITE DIAMOND BOTANICALS LLC,,403R-00615,157 East Industrial Boulevard,Pueblo West,81007,Pueblo,MED Licensed Retail Cultivator,3,2019,,NOM,38.3383698,-104.7366095,POINT (-104.7366095 38.3383698)
2499,GPS TRANSPORTATION LLC,,406R-00002,"446 South McCulloch Boulevard, Suite 2",Pueblo West,81007,Pueblo,MED Licensed Retail Transporter,3,2019,,,,,
2615,COLORADO CANNABIS ASSOCIATES LLC,THE SPOT,402R-00157,748 East Industrial Boulevard,Pueblo West,81007,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,NOM,38.33252311,-104.7109674,POINT (-104.7109674 38.33252311)
2682,FIPG LLC,,402R-00567,67 North Silicon Drive  # 130,Pueblo West,81007,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,38.331844,-104.71548,POINT (-104.71548 38.331844)
2705,GORULE LLC,ROCKY MOUNTAIN BLAZE,402R-00444,78 North Precision Drive,Pueblo West,81007,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,38.33552,-104.72681,POINT (-104.72681 38.33552)
2749,HIGH DEMAND LLC,TERPS,402R-00791,38 North Silicon Drive,Pueblo West,81007,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,NOM,38.33052923,-104.7161681,POINT (-104.7161681 38.33052923)
2820,MAGGIES FARM LLC,,402R-00219,"74 North Component Drive, Suite 170",Pueblo West,81007,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,TEXAS,38.33896035,-104.7413319,POINT (-104.7413319 38.33896035)
2827,MARISOL THERAPEUTICS LLC,,402R-00063,922 East Kimble Drive,Pueblo West,81007,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,38.3236,-104.70393,POINT (-104.70393 38.3236)
2836,MESA GREENS LLC,WOLFPAC CANNABIS,402R-00524,749 East Enterprise Drive,Pueblo West,81007,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,NOM,38.3275,-104.712681,POINT (-104.712681 38.3275)
2859,NATURES GIFT SHOP LLC,,402R-00359,148 East Assembly Drive,Pueblo West,81007,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,NOM,38.33978162,-104.7343348,POINT (-104.7343348 38.33978162)
2894,PUEBLO WEST ORGANICS LLC,PUEBLO WEST ORGANICS,402R-00123,"609 East Enterprise Drive, Suite 130",Pueblo West,81007,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,38.328857,-104.7179,POINT (-104.7179 38.328857)
2959,STARBUDS ALAMEDA LLC,STARBUDS,402R-00177,"428 South McCulloch Boulevard, Building A",Pueblo West,81007,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,,,,
3016,THE ORGANIC SEED LLC,CANNASSEUR,402R-00196,41 North Precision Drive,Pueblo West,81007,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,38.3339,-104.72755,POINT (-104.72755 38.3339)
3019,THREE RIVERS DEVELOPMENT LLC,THREE RIVERS DISPENSARY,402R-00751,83 North Magneto Drive,Pueblo West,81007,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,38.335003,-104.72414,POINT (-104.72414 38.335003)
334,NUVUE PHARMA LLC,,402-01062,4740 Dillon Drive,Pueblo,81008,Pueblo,MED Licensed Center,3,2019,,NOM,38.31886852,-104.6118818,POINT (-104.6118818 38.31886852)
925,NUVUE PHARMA LLC,,403-01656,4740 Dillon Drive,Pueblo,81008,Pueblo,MED Licensed Cultivator,3,2019,,NOM,38.31886852,-104.6118818,POINT (-104.6118818 38.31886852)
926,NUVUE PHARMA LLC,,403-01862,4740 Dillon Drive,Pueblo,81008,Pueblo,MED Licensed Cultivator,3,2019,,NOM,38.31886852,-104.6118818,POINT (-104.6118818 38.31886852)
1301,NUVUE PHARMA LLC,,404-00455,4740 Dillon Drive,Pueblo,81008,Pueblo,MED Licensed Infused Product Manufacturer,3,2019,,NOM,38.31886852,-104.6118818,POINT (-104.6118818 38.31886852)
1364,TRAGAR INC,,404-00627,4827 North Interstate 25,Pueblo,81008,Pueblo,MED Licensed Infused Product Manufacturer,3,2019,,,,,
1634,NUVUE PHARMA LLC,,404R-00137,4740 Dillon Drive,Pueblo,81008,Pueblo,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,NOM,38.31886852,-104.6118818,POINT (-104.6118818 38.31886852)
1690,SYLS LLC,STRAWBERRY FIELDS,404R-00282,2285 North Interstate 25,Pueblo,81008,Pueblo,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,,,,
1707,TRAGAR INC,,404R-00257,4827 North Interstate 25,Pueblo,81008,Pueblo,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,,,,
2203,NUVUE PHARMA LLC,,403R-00530,4740 Dillon Drive,Pueblo,81008,Pueblo,MED Licensed Retail Cultivator,3,2019,,NOM,38.31886852,-104.6118818,POINT (-104.6118818 38.31886852)
2617,COLORADO CANNABIS ASSOCIATES LLC,THE SPOT 420,402R-00671,3504 North Elizabeth Street,Pueblo,81008,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,NOM,38.30711348,-104.615591,POINT (-104.615591 38.30711348)
2735,HARVEST LLC,HARVEST,402R-00803,875 Crane Ridge Drive,Pueblo,81008,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,,,,
2872,NUVUE PHARMA LLC,,402R-00650,4740 Dillion Drive,Pueblo,81008,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,38.31829,-104.61194,POINT (-104.61194 38.31829)
2966,STEM BEACH LLC,,402R-00713,"2440 Interstate 25 North, Unit B",Pueblo,81008,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,,,,
2977,SYLS LLC,STRAWBERRY FIELDS,402R-00537,2285 North Interstate 25,Pueblo,81008,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,,,,
3044,VIRTUAL MARKETING LLC,MAGGIES FARM,402R-00725,4803 North Interstate 25,Pueblo,81008,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,,,,
353,PLAIN JANE ORGANICS LLC,,402-01288,4490 Bent Brothers Boulevard Unit B1-B2,Colorado City,81019,Pueblo,MED Licensed Center,3,2019,,CENSUS,37.94578,-104.83658,POINT (-104.83658 37.94578)
1554,HEARTLAND INDUSTRIES LLC,,404R-00084,9000 South Interstate 25,Colorado City,81019,Pueblo,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,,,,
1885,CS HOLDINGS INC,CANNA SOURCE,403R-00734,3415 Riddell Place,Colorado City,81019,Pueblo,MED Licensed Retail Cultivator,3,2019,,NOM,37.93291268,-104.8227972,POINT (-104.8227972 37.93291268)
2028,HEARTLAND INDUSTRIES LLC,,403R-00355,9000 South Interstate 25,Colorado City,81019,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
2891,PLAIN JANE ORGANICS LLC,,402R-00754,4490 Bent Brothers Boulevard Unit B1-B2,Colorado City,81019,Pueblo,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,37.94578,-104.83658,POINT (-104.83658 37.94578)
1150,AMERIJUANA INC,,404-00604,39327 Harbour Road,Avondale,81022,Pueblo,MED Licensed Infused Product Manufacturer,3,2019,,TEXAS,38.12572369,-104.4301277,POINT (-104.4301277 38.12572369)
1451,AMERIJUANA INC,,404R-00351,39327 Harbour Road,Avondale,81022,Pueblo,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,TEXAS,38.12572369,-104.4301277,POINT (-104.4301277 38.12572369)
1739,4DAUGHTERS ENTERPRISE LLC,GALLO FARMS AND EXTRACTS,403R-00727,3946 44th Lane,Avondale,81022,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.140427,-104.38682,POINT (-104.38682 38.140427)
1770,AMERIJUANA INC,,403R-00517,39327 Harbour Road,Avondale,81022,Pueblo,MED Licensed Retail Cultivator,3,2019,,TEXAS,38.12572369,-104.4301277,POINT (-104.4301277 38.12572369)
1783,ARKANNABIS FARMS LLC,HAPPY HAY,403R-00766,40444 Bush Road,Avondale,81022,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.140182,-104.41815,POINT (-104.41815 38.140182)
1791,BASEBALL 18 LLC,LOS SUENOS FARMS,403R-00429,"46795 East State Highway 96, Unit 2",Avondale,81022,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
1947,EMERALD FIELDS GROW LLC,LOS SUENOS FARMS,403R-00431,"46795 East State Highway 96, Building 4",Avondale,81022,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
1954,EXUBERANT INDUSTRIES LLC,,403R-00907,37037 Harbour Road,Avondale,81022,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.12554,-104.44958,POINT (-104.44958 38.12554)
1958,FARM BOY LLC,LOS SUENOS FARMS,403R-00428,"46795 East State Highway 96, Unit 1",Avondale,81022,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
2023,HAPPY TREE & COMPANY LLC,HAPPY TREE FARMS,403R-00812,41751 Harbour Road,Avondale,81022,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
2049,HIGH DESERT CULTIVATIONS LLC,,403R-00740,41435 Harbour Road,Avondale,81022,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
2099,JUANITA FARMS LLC,SWEET IRIE BUDS,403R-00957,3996 40th Lane,Avondale,81022,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.1364,-104.42361,POINT (-104.42361 38.1364)
2101,JUN ZHANG INC,,403R-00978,3730 40th Lane,Avondale,81022,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.146408,-104.42346,POINT (-104.42346 38.146408)
2144,LOS SUENOS LLC,LOS SUENOS FARMS,403R-00430,"46795 East State Highway 96, Building 3",Avondale,81022,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
2149,MADBYT LLC,,403R-00932,4582 44th Lane,Avondale,81022,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.11835,-104.38703,POINT (-104.38703 38.11835)
2242,POWER PLANT ORGANICS LLC,POWER PLANT ORGANICS,403R-00748,3652 40th Lane,Avondale,81022,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
2337,SUGAR MAGNOLIA FARMS LLC,SUGAR MAGNOLIA FARMS,403R-00750,47006 Highway 50 East,Avondale,81022,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
953,PLAIN JANE ORGANICS LLC,,403-01917,7068 Burnt Mill Road,Beulah,81023,Pueblo,MED Licensed Cultivator,3,2019,,CENSUS,38.034367,-104.82901,POINT (-104.82901 38.034367)
1802,BEULAH VALLEY FARMS LLC,,403R-00476,7791 Highway 78 West,Beulah,81023,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
2234,PLAIN JANE ORGANICS LLC,,403R-01088,7068 Burnt Mill Road,Beulah,81023,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
2425,WHITE MEADOWS CULTIVATION LLC,,403R-00563,7013 Burnt Mill Road,Beulah,81023,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
669,DR RELEAF INC,,403-01895,61100 East Highway 96,Boone,81025,Pueblo,MED Licensed Cultivator,3,2019,,TEXAS,38.22446613,-104.2046055,POINT (-104.2046055 38.22446613)
1387,PRODUCER SERVICES LLC,,407R-00008,62100 Highway 96 East,Boone,81025,Pueblo,MED Licensed Retail Operator,3,2019,,TEXAS,38.21543813,-104.1912689,POINT (-104.1912689 38.21543813)
1745,A2ZINC LLC,AJS,403R-00503,2177  57th Lane,Boone,81025,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.206547,-104.26695,POINT (-104.26695 38.206547)
1774,ANGEL FARMS LLC,,403R-00953,60800 Highway 96 East,Boone,81025,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
1811,BOONE FARMS LLC,,403R-00467,60710 Highway 96 East,Boone,81025,Pueblo,MED Licensed Retail Cultivator,3,2019,,TEXAS,38.23908563,-104.2242749,POINT (-104.2242749 38.23908563)
1822,BULLDOG GREEN LLC,,403R-00949,60810 Highway 96 East,Boone,81025,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
1913,DH SYSTEMS & TESTING LLC,,403R-00926,2380 59th Lane,Boone,81025,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.19871,-104.23951,POINT (-104.23951 38.19871)
1925,DR RELEAF INC,,403R-00617,61100 Highway 96 East,Boone,81025,Pueblo,MED Licensed Retail Cultivator,3,2019,,TEXAS,38.22446613,-104.2046055,POINT (-104.2046055 38.22446613)
1926,DR TREEZ INC,DR TREEZ INC,403R-00906,2897 59th Lane,Boone,81025,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.177795,-104.23973,POINT (-104.23973 38.177795)
2011,GROW INC,,403R-00993,2797 59th Lane,Boone,81025,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.184425,-104.23981,POINT (-104.23981 38.184425)
2012,GROW INC,,403R-00994,2871 59th Lane,Boone,81025,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.18214,-104.23985,POINT (-104.23985 38.18214)
2013,GROWN FOR YOU INC,,403R-00917,2540 58th Lane,Boone,81025,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.19043,-104.25806,POINT (-104.25806 38.19043)
2036,HERBAL MEDICATIONS LLC,,403R-00818,2150 56th Lane,Boone,81025,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
2053,HIGH PLAINS HORTICULTURE LLC,,403R-00935,2140 56th Lane,Boone,81025,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.220207,-104.2763,POINT (-104.2763 38.220207)
2153,MAJESTIC MOUNTAIN FARM INC,,403R-00922,6966 Prairie Hill Road,Boone,81025,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
2164,MIDWEST RANCH LLC,,403R-00473,50100 East Highway 96,Boone,81025,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
2264,RIVER ROOTS LLC,,403R-00933,52719 US Highway 50 East,Boone,81025,Pueblo,MED Licensed Retail Cultivator,3,2019,,TEXAS,38.23145123,-104.3114546,POINT (-104.3114546 38.23145123)
2332,STEALTHFARMS LLC,,403R-00572,58764 East Highway 50,Boone,81025,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
2407,VERNADERO FARMS LLC,,403R-00687,2825 59th Lane,Boone,81025,Pueblo,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.18356,-104.23982,POINT (-104.23982 38.18356)
2256,REESER FAMILY FUTURE LLC,,403R-00972,62301 Garnett Road,Fowler,81039,Otero,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.13378,-104.12768,POINT (-104.12768 38.13378)
2195,NEXGEN ORGANICS LLC,NEX GEN ORGANICS LLC,403R-00954,9292 Highway 96,Olney Springs,81062,Crowley,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.176895,-103.90844,POINT (-103.90844 38.176895)
2276,ROCKY MOUNTAIN MEDICINE LLC,,403R-00858,435 B East County Line Road,Olney Springs,81062,Crowley,MED Licensed Retail Cultivator,3,2019,,,,,
2394,TWIDGET FARM LLC,,403R-01101,"9292 B, Highway 96",Olney Springs,81062,Crowley,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.1769,-103.90842,POINT (-103.90842 38.1769)
512,AJC INDUSTRIES LLC,TWEEDLEAF,403-01886,19977 Tamarack Circle,Ordway,81063,Crowley,MED Licensed Cultivator,3,2019,,,,,
1146,AJC INDUSTRIES LLC,TWEEDLEAF,404-00598,19977 Tamarack Circle,Ordway,81063,Crowley,MED Licensed Infused Product Manufacturer,3,2019,,,,,
1446,AJC INDUSTRIES LLC,TWEEDLEAF,404R-00377,19977 Tamarack Circle,Ordway,81063,Crowley,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,,,,
1753,AJC INDUSTRIES LLC,TWEEDLEAF,403R-01022,19977 Tamarack Circle,Ordway,81063,Crowley,MED Licensed Retail Cultivator,3,2019,,,,,
1902,DEEPER ROOTS LLC,,403R-01064,8294 Maverick Lane Lot #24,Ordway,81063,Crowley,MED Licensed Retail Cultivator,3,2019,,,,,
1924,DOUBLE C FARMS LLC,,403R-01048,8161 Maverick Lane,Ordway,81063,Crowley,MED Licensed Retail Cultivator,3,2019,,,,,
2080,J&J HAPPY FARMS LLC,,403R-01084,8355 Maverick Lane,Ordway,81063,Crowley,MED Licensed Retail Cultivator,3,2019,,,,,
2119,KRONIC LABS LLC,,403R-01096,8114 Greenhouse Lane,Ordway,81063,Crowley,MED Licensed Retail Cultivator,3,2019,,,,,
2121,KSH CORP,,403R-01132,19623 County Road H,Ordway,81063,Crowley,MED Licensed Retail Cultivator,3,2019,,TEXAS,38.22897709,-103.7205563,POINT (-103.7205563 38.22897709)
2201,NUTRICANNA LLC,,403R-01115,8867 Maverick Lane,Ordway,81063,Crowley,MED Licensed Retail Cultivator,3,2019,,,,,
2293,SANDERS ENTERPRISE LLC,,403R-01078,8227 Maverick Lane,Ordway,81063,Crowley,MED Licensed Retail Cultivator,3,2019,,,,,
2353,TAI CHI BROTHERS INC,,403R-01099,8422 Maverick Lane,Ordway,81063,Crowley,MED Licensed Retail Cultivator,3,2019,,,,,
2383,TRAVA LLC,,403R-01023,8228 Maverick Lane,Ordway,81063,Crowley,MED Licensed Retail Cultivator,3,2019,,,,,
2837,MESA ORGANICS II LTD,MESA ORGANICS - ORDWAY,402R-00792,"611 East 6th Street, Suite A",Ordway,81063,Crowley,MED Licensed Retail Marijuana Store,3,2019,,,,,
2879,ORION BUSINESS INVESTMENTS LLC,WICKED WEED,402R-00770,114 East 2nd Street,Ordway,81063,Crowley,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,38.216354,-103.75629,POINT (-103.75629 38.216354)
386,ROCKY FARMS LLC,ROCKY FARMS,402-01211,1709 Swink Avenue,Rocky Ford,81067,Otero,MED Licensed Center,3,2019,,,,,
387,ROCKY FORD STATION LLC,THE STATION,402-01291,1701 Elm Avenue,Rocky Ford,81067,Otero,MED Licensed Center,3,2019,,CENSUS,38.048862,-103.70966,POINT (-103.70966 38.048862)
2831,MEDICAL CANNABIS COLORADO LLC,CURE COLORADO,402R-00765,1315 Elm Avenue,Rocky Ford,81067,Otero,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,38.050602,-103.71171,POINT (-103.71171 38.050602)
2924,ROCKY FARMS LLC,ROCKY FARMS,402R-00755,1709 Swink Avenue,Rocky Ford,81067,Otero,MED Licensed Retail Marijuana Store,3,2019,,,,,
1831,CANNACRAFT LLC,CANNACRAFT,403R-00374,6480 Pickney Road,Rye,81069,Pueblo,MED Licensed Retail Cultivator,3,2019,,TEXAS,37.92319729,-104.7836311,POINT (-104.7836311 37.92319729)
2240,POPS FARM INC,POPS FARM INC,403R-00584,3943 County Road 650,Rye,81069,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
2295,SCG SERVICES LLC,SOUTHERN COLORADO GROWERS,403R-00573,853 Greenhorn Mountain Circle,Rye,81069,Pueblo,MED Licensed Retail Cultivator,3,2019,,,,,
1928,DSA LLC,,403R-01004,8124 County Lane 21,Sugar City,81076,Crowley,MED Licensed Retail Cultivator,3,2019,,,,,
2069,INDICO COLORADO INC,,403R-01100,20637 Highway 96,Sugar City,81076,Crowley,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.2272,-103.69901,POINT (-103.69901 38.2272)
82,CANNA COMPANY,CANNACO,402-01247,3019 Toupal Drive,Trinidad,81082,Las Animas,MED Licensed Center,3,2019,,NOM,37.13846432,-104.5226835,POINT (-104.5226835 37.13846432)
166,FREEDOM ROAD GARDEN LTD,FREEDOM ROAD,402-01100,2600 Freedom Road,Trinidad,81082,Las Animas,MED Licensed Center,3,2019,,NOM,37.194085,-104.495679,POINT (-104.495679 37.194085)
279,M&M DISTRIBUTING LLC,,402-00949,422 North Commercial Steet,Trinidad,81082,Las Animas,MED Licensed Center,3,2019,,TEXAS,37.17156804,-104.5068399,POINT (-104.5068399 37.17156804)
449,TRINIDADS HIGHER CALLING U LLC,,402-00992,1000 Independence Road,Trinidad,81082,Las Animas,MED Licensed Center,3,2019,,NOM,37.190964,-104.496547,POINT (-104.496547 37.190964)
588,CANNA COMPANY,CANNACO,403-01884,3019 Toupal Drive,Trinidad,81082,Las Animas,MED Licensed Cultivator,3,2019,,NOM,37.13846432,-104.5226835,POINT (-104.5226835 37.13846432)
697,FREEDOM ROAD GARDEN LTD,FREEDOM ROAD,403-01699,2600 Freedom Road,Trinidad,81082,Las Animas,MED Licensed Cultivator,3,2019,,NOM,37.194085,-104.495679,POINT (-104.495679 37.194085)
842,M&M DISTRIBUTING LLC,,403-01495,422 North Commercial Street,Trinidad,81082,Las Animas,MED Licensed Cultivator,3,2019,,NOM,37.17159536,-104.5068384,POINT (-104.5068384 37.17159536)
1096,TRINIDADS HIGHER CALLING U LLC,,403-01563,1000 Independence Road,Trinidad,81082,Las Animas,MED Licensed Cultivator,3,2019,,NOM,37.190964,-104.496547,POINT (-104.496547 37.190964)
1163,CANNA COMPANY,CANNACO,404-00596,3019 Toupal Drive,Trinidad,81082,Las Animas,MED Licensed Infused Product Manufacturer,3,2019,,NOM,37.13846432,-104.5226835,POINT (-104.5226835 37.13846432)
1208,EMERALD CITY WELLNESS LLC,EMERALD CITY,404-00538,123 Pine Street,Trinidad,81082,Las Animas,MED Licensed Infused Product Manufacturer,3,2019,,CENSUS,37.172924,-104.50909,POINT (-104.50909 37.172924)
1351,THE GROW FOUNDRY INC,CODA SIGNATURE,404-00507,1105 Constitution Drive,Trinidad,81082,Las Animas,MED Licensed Infused Product Manufacturer,3,2019,,CENSUS,37.2209,-104.48984,POINT (-104.48984 37.2209)
1472,CANNA COMPANY,CANNACO,404R-00341,3019 Toupal Drive,Trinidad,81082,Las Animas,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,NOM,37.13846432,-104.5226835,POINT (-104.5226835 37.13846432)
1509,DESSIMALS INC,LUCKY MONKEY BUDS,404R-00150,137 West Cedar Street,Trinidad,81082,Las Animas,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,NOM,37.17112922,-104.507093,POINT (-104.507093 37.17112922)
1525,EMERALD CITY WELLNESS LLC,EMERALD CITY,404R-00222,123 Pine Street,Trinidad,81082,Las Animas,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,CENSUS,37.172924,-104.50909,POINT (-104.50909 37.172924)
1529,FARAGOSI FARMS INC,FARAGOSI FARMS,404R-00126,612 Hainlen Street,Trinidad,81082,Las Animas,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,NOM,37.17767085,-104.4967193,POINT (-104.4967193 37.17767085)
1534,FREEDOM GROWERS INC,,404R-00291,3502 Freedom Road Unit A,Trinidad,81082,Las Animas,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,,,,
1700,THE GROW FOUNDRY INC,CODA SIGNATURE,404R-00134,1105 Constitution Drive,Trinidad,81082,Las Animas,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,CENSUS,37.2209,-104.48984,POINT (-104.48984 37.2209)
1826,CANNA COMPANY,CANNACO,403R-00419,3019 Toupal Drive,Trinidad,81082,Las Animas,MED Licensed Retail Cultivator,3,2019,,NOM,37.13846432,-104.5226835,POINT (-104.5226835 37.13846432)
1911,DESSIMALS INC,LUCKY MONKEY BUDS,403R-00565,137 West Cedar Street,Trinidad,81082,Las Animas,MED Licensed Retail Cultivator,3,2019,,NOM,37.17112922,-104.507093,POINT (-104.507093 37.17112922)
1946,EMERALD CITY WELLNESS LLC,EMERALD CITY,403R-00719,123 Pine Street,Trinidad,81082,Las Animas,MED Licensed Retail Cultivator,3,2019,,CENSUS,37.172924,-104.50909,POINT (-104.50909 37.172924)
1957,FARAGOSI FARMS INC,FARAGOSI FARMS,403R-00486,612 Hainlen Street,Trinidad,81082,Las Animas,MED Licensed Retail Cultivator,3,2019,,NOM,37.17767085,-104.4967193,POINT (-104.4967193 37.17767085)
1967,FREEDOM GROWERS #2 INC,,403R-00944,3502 Freedom Road Unit B,Trinidad,81082,Las Animas,MED Licensed Retail Cultivator,3,2019,,,,,
1968,FREEDOM GROWERS #3 INC,,403R-00943,3502 Freedom Road Unit C,Trinidad,81082,Las Animas,MED Licensed Retail Cultivator,3,2019,,,,,
1969,FREEDOM GROWERS INC,FREEDOM GROWERS CORP,403R-00726,3502 Freedom Road Unit A,Trinidad,81082,Las Animas,MED Licensed Retail Cultivator,3,2019,,,,,
1970,FREEDOM ROAD GARDEN LTD,FREEDOM ROAD,403R-00594,2600 Freedom Road,Trinidad,81082,Las Animas,MED Licensed Retail Cultivator,3,2019,,NOM,37.194085,-104.495679,POINT (-104.495679 37.194085)
2033,HERBAL GARDEN SOUTH LLC,,403R-01124,3620 Freedom Road,Trinidad,81082,Las Animas,MED Licensed Retail Cultivator,3,2019,,,,,
2054,HIGH SIERRA NATURALS INCORPORATED,CALYPSO CANNABIS,403R-00646,3613 Freedom Road,Trinidad,81082,Las Animas,MED Licensed Retail Cultivator,3,2019,,,,,
2148,M&M DISTRIBUTING LLC,,403R-00443,422 North Commercial Street,Trinidad,81082,Las Animas,MED Licensed Retail Cultivator,3,2019,,NOM,37.17159536,-104.5068384,POINT (-104.5068384 37.17159536)
